"","X","r.id","id","institutionCode","collectionCode","ownerInstitutionCode","collectionID","basisOfRecord","occurrenceID","catalogNumber","otherCatalogNumbers","kingdom","phylum","class","order","family","scientificName","taxonID","scientificNameAuthorship","genus","specificEpithet","taxonRank","infraspecificEpithet","identifiedBy","dateIdentified","identificationReferences","identificationRemarks","taxonRemarks","identificationQualifier","typeStatus","recordedBy","recordNumber","eventDate","year","month","day","startDayOfYear","endDayOfYear","verbatimEventDate","occurrenceRemarks","habitat","fieldNumber","informationWithheld","dataGeneralizations","dynamicProperties","associatedTaxa","reproductiveCondition","establishmentMeans","lifeStage","sex","individualCount","preparations","country","stateProvince","county","municipality","locality","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","verbatimCoordinates","georeferencedBy","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","verbatimElevation","disposition","language","recordEnteredBy","modified","rights","rightsHolder","accessRights","recordId","references","scinam"
"37921",41730,48693,"538286","UWGB","VP","","e4db476a-383b-410b-be2a-b796ad6f9926","PreservedSpecimen","ab3c3158-f95b-11e2-9dec-002590257708","UWGB10234","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Fewless, Gary; Trick, Joel A.","TOFT 538","30170",1982,8,7,219,219,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Door","","Toft Point Scientific Area; Baileys Harbor Twp.","",45.0736,-87.0873,"16836","1138","T30N R28E sec15","","","GEODISC 2.1 WI Dept. of Natl. Res., Geographic Services Section","","Latitude/Longitude was derived from the Township, Range, Section location. This causes an imprecision.",NA,NA,NA,NA,NA,"","","","","42713.55903","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:cc81afd0-347c-48fd-ae83-dd805dae5e63","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=538286",NA
"38557",42375,49354,"36010","MIN","Plants","","f292c83d-305c-4b22-97cc-cd9c72e2931e","PreservedSpecimen","6add02c4-7a38-4e66-8d4f-2b8da20514cf","753782","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",5308,"L.","Asclepias","syriaca","species","","","","","","","","","Duxbury, Alexis","1536","30507",1983,7,10,191,191,"","","mesic prairie","","",NA,"","","",NA,"",NA,NA,"","United States","Minnesota","Redwood","","Redwood Co. Wahpeton Prairie: S1/2 NW1/4 Sec.29 T110N R38W.;Wahpeton Prairie, The Nature Conservancy;110N;38W;29","",44.30478,-95.44081,"WGS84","800","","mcman110 (2016-03-01 14:21:10)","","georef batch tool 2016-03-01","reviewed - high confidence","",NA,NA,NA,NA,NA,"","","","","42430.63958","http://creativecommons.org/publicdomain/zero/1.0/","J. F. Bell Museum of Natural History","Users are required to adhere to Bell Museum collections policy. Questions may be directed to the curator in charge.","urn:uuid:6add02c4-7a38-4e66-8d4f-2b8da20514cf","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=36010",NA
"38558",42376,49355,"36012","MIN","Plants","","f292c83d-305c-4b22-97cc-cd9c72e2931e","PreservedSpecimen","76efca63-bb98-4801-a828-f9b9ddf536b0","753785","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",5308,"L.","Asclepias","syriaca","species","","","","","","","","","Duxbury, Alexis","1535","30507",1983,7,10,191,191,"","","mesic prairie","","",NA,"","","",NA,"",NA,NA,"","United States","Minnesota","Redwood","","Redwood Co. Wahpeton Prairie: S1/2 NW1/4 Sec.29 T110N R38W.;Wahpeton Prairie, The Nature Conservancy;110N;38W;29","",44.30478,-95.44081,"WGS84","800","","mcman110 (2016-03-01 14:21:10)","","georef batch tool 2016-03-01","reviewed - high confidence","",NA,NA,NA,NA,NA,"","","","","42430.63958","http://creativecommons.org/publicdomain/zero/1.0/","J. F. Bell Museum of Natural History","Users are required to adhere to Bell Museum collections policy. Questions may be directed to the curator in charge.","urn:uuid:76efca63-bb98-4801-a828-f9b9ddf536b0","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=36012",NA
"38560",42379,49360,"638584","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","b3b3de6c-f95b-11e2-9dec-002590257708","v0017729WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Taylor, Kent","111","30508",1983,7,11,192,192,"","","vicinity of old cemetery.","","",NA,"corolla lobes dull purple, stem with white milky juice; 1m tall","","",NA,"",NA,NA,"","United States","Wisconsin","Fond du Lac","","N edge of CTH F, 5.5km W of Hwy 41; 5km WNW of Byron [T13N - original in error]","",43.66831,-88.51195,"61105","1138","T14N R17E sec19","","","GEODISC 2.1 WI Dept. of Natl. Res., Geographic Services Section","","Latitude/Longitude was derived from the Township, Range, Section location. This causes an imprecision.",323,NA,NA,NA,NA,"1060 ft","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:a6d9f1bd-1536-47f0-b958-eebbed245c5c","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=638584",NA
"38590",42415,49399,"36009","MIN","Plants","","f292c83d-305c-4b22-97cc-cd9c72e2931e","PreservedSpecimen","31411567-74e8-46b5-949a-9c12be723218","753652","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",5308,"L.","Asclepias","syriaca","species","","","","","","","","","Duxbury, Alexis","1706","30516",1983,7,19,200,200,"","","Mesic prairie","","",NA,"","","",NA,"",NA,NA,"","United States","Minnesota","Jackson","","Blue Gentian Prairie: part of SW1/4 SE1/4 Sec. 13; T103N, R36W;Blue Gentian Prairie;103N;36W;13","",43.72493,-95.10508,"WGS84","800","","mcman110 (2016-03-01 09:38:51)","","georef batch tool 2016-03-01; GeoLocate","reviewed - high confidence","",NA,NA,NA,NA,NA,"","","","","42430.44306","http://creativecommons.org/publicdomain/zero/1.0/","J. F. Bell Museum of Natural History","Users are required to adhere to Bell Museum collections policy. Questions may be directed to the curator in charge.","urn:uuid:31411567-74e8-46b5-949a-9c12be723218","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=36009",NA
"38593",42418,49402,"36015","MIN","Plants","","f292c83d-305c-4b22-97cc-cd9c72e2931e","PreservedSpecimen","fc8efad5-c335-45f3-8d51-19f121bc3ba8","753799","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",5308,"L.","Asclepias","syriaca","species","","","","","","","","","Duxbury, Alexis","1657","30516",1983,7,19,200,200,"","","Dry-mesic prairie","","",NA,"","","",NA,"",NA,NA,"","United States","Minnesota","Nobles","","Compass Prairie: part of SE1/4 SW1/4 Sec. 3; T101N, R41W;Compass Prairie Scientific Natural Area;101N;41W;3","",43.58011,-95.74385,"WGS84","800","","mcman110 (2016-03-01 12:29:01)","","georef batch tool 2016-03-01; GeoLocate","reviewed - high confidence","",NA,NA,NA,NA,NA,"","","","","42430.56181","http://creativecommons.org/publicdomain/zero/1.0/","J. F. Bell Museum of Natural History","Users are required to adhere to Bell Museum collections policy. Questions may be directed to the curator in charge.","urn:uuid:fc8efad5-c335-45f3-8d51-19f121bc3ba8","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=36015",NA
"38609",42434,49419,"36011","MIN","Plants","","f292c83d-305c-4b22-97cc-cd9c72e2931e","PreservedSpecimen","c5de2c1d-ce57-42e6-ba54-f6abc306c2d8","753784","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",5308,"L.","Asclepias","syriaca","species","","","","","","","","","Duxbury, Alexis","1772","30519",1983,7,22,203,203,"","","Roadside ditch","","",NA,"","","",NA,"",NA,NA,"","United States","Minnesota","Murray","","Lundblad Prairie: W1/2 NW1/4 Sec. 1; T105N, R41W;Lundblad Prairie Scientific Natural Area;105N;41W;1","",43.92782,-95.71339,"WGS84","800","","mcman110 (2016-03-01 12:17:33)","","georef batch tool 2016-03-01","reviewed - high confidence","",NA,NA,NA,NA,NA,"","","","","42430.55347","http://creativecommons.org/publicdomain/zero/1.0/","J. F. Bell Museum of Natural History","Users are required to adhere to Bell Museum collections policy. Questions may be directed to the curator in charge.","urn:uuid:c5de2c1d-ce57-42e6-ba54-f6abc306c2d8","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=36011",NA
"38622",42447,49432,"36016","MIN","Plants","","f292c83d-305c-4b22-97cc-cd9c72e2931e","PreservedSpecimen","90560ec1-47ef-483a-94bb-897e93d1677c","770217","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",5308,"L.","Asclepias","syriaca","species","","","","","","","","","Smith, Welby","8358","30522",1983,7,25,206,206,"","","Rolling sand prairie and dune habitat, with Calamovilfa longifolia, Hudsonia tomentosa, Leptoloma cognatum, Selaginella rupestris.","","",NA,"","","",NA,"",NA,NA,"","United States","Minnesota","Wabasha","","Kellogg-Weaver Dunes Scientific Natural Area / Kellogg-Weaver Dunes, The Nature Conservancy. Kellogg-Weaver Dunes State Scientific and Natural Area. About 4 mi SE of KEllogg, on the E side of co. rd. 84. SE1/4 NE1 Kellogg-Weaver Dunes State Scientific and Natural Area. About 4 mi SE of KEllogg, on the E side of co. rd. 84. SE1/4 NE1/4 sec.6 T109N R9W.. 109N 09W 6","",44.27261,-91.93898,"WGS84","800","","mcman110 (2016-03-02 09:56:13)","","georef batch tool 2016-03-02","reviewed - high confidence","",NA,NA,NA,NA,NA,"","","","","42478.52569","http://creativecommons.org/publicdomain/zero/1.0/","J. F. Bell Museum of Natural History","Users are required to adhere to Bell Museum collections policy. Questions may be directed to the curator in charge.","urn:uuid:90560ec1-47ef-483a-94bb-897e93d1677c","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=36016",NA
"38674",42501,49486,"36008","MIN","Plants","","f292c83d-305c-4b22-97cc-cd9c72e2931e","PreservedSpecimen","30269b70-42c5-493a-b508-08d86f862a52","753648","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",5308,"L.","Asclepias","syriaca","species","","","","","","","","","Duxbury, Alexis","2064","30534",1983,8,6,218,218,"","","disturbed mesic prairie","","",NA,"","","",NA,"",NA,NA,"","United States","Minnesota","Lyon","","Glynn Prairie: S1/2 NE1/4 Sec.7 T109N R40W;Glynn Prairie Scientific Natural Area;109N;40W;7","",44.26109,-95.70458,"WGS84","800","","mcman110 (2016-03-01 10:56:50)","","georef batch tool 2016-03-01; GeoLocate","reviewed - high confidence","",NA,NA,NA,NA,NA,"","","","","42430.49722","http://creativecommons.org/publicdomain/zero/1.0/","J. F. Bell Museum of Natural History","Users are required to adhere to Bell Museum collections policy. Questions may be directed to the curator in charge.","urn:uuid:30269b70-42c5-493a-b508-08d86f862a52","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=36008",NA
"38723",42551,49536,"36013","MIN","Plants","","f292c83d-305c-4b22-97cc-cd9c72e2931e","PreservedSpecimen","83e0f2af-4ca1-461c-9c87-b5986a0079ee","753796","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",5308,"L.","Asclepias","syriaca","species","","","","","","","","","Duxbury, Alexis","2139","30540",1983,8,12,224,224,"","","wet-mesic prairie","","",NA,"","","",NA,"",NA,NA,"","United States","Minnesota","Redwood","","Redwood Co. Wahpeton Prairie: S1/2 NW1/4 Sec.29 T110N R38W.;Wahpeton Prairie, The Nature Conservancy;110N;38W;29","",44.30478,-95.44081,"WGS84","800","","mcman110 (2016-03-01 14:21:10)","","georef batch tool 2016-03-01","reviewed - high confidence","",NA,NA,NA,NA,NA,"","","","","42430.63958","http://creativecommons.org/publicdomain/zero/1.0/","J. F. Bell Museum of Natural History","Users are required to adhere to Bell Museum collections policy. Questions may be directed to the curator in charge.","urn:uuid:83e0f2af-4ca1-461c-9c87-b5986a0079ee","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=36013",NA
"39143",42984,49976,"638251","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","b3b05fd0-f95b-11e2-9dec-002590257708","v0017396WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","Lynch, S. P.","33052","","","","","","Reimann, A.","276","30874",1984,7,11,193,193,"","","edge of lake.","","",NA,"fls. pink, lg. herb","","",NA,"",NA,NA,"","United States","Wisconsin","Taylor","","Spirit Lake public boat landing off Hwy 102","",45.37424,-90.15678,"60892","1138","T33N R03E sec06","","","GEODISC 2.1 WI Dept. of Natl. Res., Geographic Services Section","","Latitude/Longitude was derived from the Township, Range, Section location. This causes an imprecision.",NA,NA,NA,NA,NA,"","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:cc615554-fe54-41a9-bd52-88a988794fe9","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=638251",NA
"39147",42989,49981,"5271551","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","6273eae7-f00e-4b3e-97b1-902cc88bf30d","v0017741WIS","127825","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Reuter, Barbara","115","30877",1984,7,14,196,196,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Sheboygan","","300m N of N-boundry of Kohler-Andrae State Park. Lake Michigan [originally 087°40'W, incorrect]","",43.66667,-87.7,"","","","","","","","",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:6273eae7-f00e-4b3e-97b1-902cc88bf30d","http://midwestherbaria.org/portal/collections/individual/index.php?occid=5271551",NA
"39148",42990,49982,"638596","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","b3b3faf0-f95b-11e2-9dec-002590257708","v0017741WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Reuter, Barbara","115","30877",1984,7,14,196,196,"","","Lake sand dunes (secondary) with Poa compressa, Calamovilfa longifolia, Juniperus horizontalis, Agropyron dasystachyum, and Saponaria officinalis.","","",NA,"scattered individuals","","",NA,"",NA,NA,"","United States","Wisconsin","Sheboygan","","300m N of N-boundry of Kohler-Andrae State Park. Lake Michigan [originally 087°40'W, incorrect]","",43.68365,-87.70756,"61114","569","43 40'N, 087 42'W; T14N R23E sec14","","","GEODISC 2.1 WI Dept. of Natl. Res., Geographic Services Section","","Latitude/Longitude was derived from the Township, Range, Section location. This causes an imprecision.",NA,NA,NA,NA,NA,"","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:380d6f71-452c-4c31-a9dc-17a79182ed68","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=638596",NA
"39404",43263,50265,"36019","MIN","Plants","","f292c83d-305c-4b22-97cc-cd9c72e2931e","PreservedSpecimen","3d88d992-9de2-4031-b91c-df9196111081","792126","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",5308,"L.","Asclepias","syriaca","species","","","","","","","","","Smith, Welby","10570","31227",1985,6,29,180,180,"","","Mesic prairie remnant dominated by Andropogon gerardii and Sorghastrum nutans. Assoc. spp. include: Heuchera richardsonii, Phlox pilosa, Asclepias sullivantii, Parthenium integrifolium.","","",NA,"","","",NA,"",NA,NA,"single sheet","United States","Minnesota","Dodge","","Iron Horse Prairie Scientific Natural Area. Dodge County...Iron Horse Prairie State Scientific and Natural Area, about 1 1/2 mi S of Hayfield. NW1/4  SE1/4 sec.27 T105N R17W. 105N 17W 27","",43.8675,-92.84861,"","","","","","","","",NA,NA,NA,NA,NA,"","","","","43158.44167","http://creativecommons.org/publicdomain/zero/1.0/","J. F. Bell Museum of Natural History","Users are required to adhere to Bell Museum collections policy. Questions may be directed to the curator in charge.","urn:uuid:3d88d992-9de2-4031-b91c-df9196111081","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=36019",NA
"39405",43264,50266,"1345122","UMD","DUL","","3dd7aa0e-256c-4aca-b022-94f6b55f0f5d","PreservedSpecimen","f2597e3e-d330-41f2-b049-18ff4ca7b65a","DUL-47923","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",5308,"L.","Asclepias","syriaca","species","","Welby R. Smith","31227","","","","","","Smith, Welby R.","WRS10570","31227",1985,6,29,180,180,"31227","","","","",NA,"","","",NA,"",NA,1,"","United States","Minnesota","Dodge","Iron Horse Prairie Scientific Natural Area","T105N R17W NW¼ SE¼ S27","",43.8675,-92.84861,"","","43°52'03""N 92°50'55""W","","","","","",NA,NA,NA,NA,NA,"","","","","43564.45069","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:f2597e3e-d330-41f2-b049-18ff4ca7b65a","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=1345122",NA
"39424",43287,50291,"638080","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","b3aec3aa-f95b-11e2-9dec-002590257708","v0017224WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Clark, Andy","s.n.","31228",1985,6,30,181,181,"","","Steep RR embankment along N-S oriented RR tracks. With Heliopsis helianthoides, Anemone canadensis, Monarda fistulosa, Apocynum androsaemifolium, A. cannabinum, Tradescantia ohiensis, etc.","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Dane","","Fitchburg","",42.96487,-89.39737,"59997","1138","T06N R09E sec26","","","GEODISC 2.1 WI Dept. of Natl. Res., Geographic Services Section","","Latitude/Longitude was derived from the Township, Range, Section location. This causes an imprecision.",NA,NA,NA,NA,NA,"","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:bd4b8399-e360-457e-94f3-4e94c11793c9","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=638080",NA
